key,table,entry_id,field,index,english,korean

On [color=#ffff50]dealing[/color] [color=#70ff00]Poison[/color] damage:

     [color=#50ff50]heal[/color] 5","[color=#70ff00]질병[/color] 상태 유닛의 피해 [color=#ffff50]50%[/color] 저항

[color=#70ff00]독[/color] 피해 [color=#ffff50]적용[/color] 시:

     [color=#50ff50]회복[/color] 5"
Table_TraitsGeneric|Parapoison|Description_Unit|,Table_TraitsGeneric,Parapoison,Description_Unit,,"Resist [color=#ffff50]50%[/color] damage from units under the effects of [color=#70ff00]Sickness[/color]

On [color=#ffff50]dealing[/color] [color=#70ff00]Poison[/color] damage:

     [color=#50ff50]heal[/color] 5","[color=#70ff00]질병[/color] 효과를 받는 유닛으로부터의 피해를 [color=#ffff50]50%[/color] 저항

[color=#70ff00]독[/color] 피해 [color=#ffff50]적용[/color] 시:

     [color=#50ff50]치유[/color] 5"
Table_TraitsGeneric|PoisonHit|Name|,Table_TraitsGeneric,PoisonHit,Name,,[color=#70ff00]Sickening Touch[/color],[color=#70ff00]중독의 손길[/color]
Table_TraitsGeneric|PoisonHit|Description|,Table_TraitsGeneric,PoisonHit,Description,,"On [color=#ffff50]hit[/color]:

     apply 8 [color=#70ff00]Sickness[/color] to the target","[color=#ffff50]명중[/color] 시:

     대상에게 [color=#70ff00]질병[/color] 8 중첩 적용"
Table_TraitsGeneric|PoisonHit|Description_Unit|,Table_TraitsGeneric,PoisonHit,Description_Unit,,"On [color=#ff8030]hit[/color]:

     apply 8 [color=#70ff00]Sickness[/color] to the target","[color=#ff8030]명중[/color] 시:

     대상에게 [color=#70ff00]질병[/color] 8 중첩 적용"
Table_TraitsGeneric|SicknessSkin|Name|,Table_TraitsGeneric,SicknessSkin,Name,,[color=#70ff00]Sickening Skin[/color],[color=#70ff00]병의 피부[/color]
Table_TraitsGeneric|SicknessSkin|Description|,Table_TraitsGeneric,SicknessSkin,Description,,"On [color=#ffff50]being attacked[/color]:

     apply 2 [color=#70ff00]Sickness[/color] to the attacker","[color=#ffff50]피격[/color] 시:

     공격자에게 [color=#70ff00]질병[/color] 2 중첩 적용"
Table_TraitsGeneric|SicknessSkin|Description_Unit|,Table_TraitsGeneric,SicknessSkin,Description_Unit,,"On [color=#ffff50]being attacked[/color]:

     apply 2 [color=#70ff00]Sickness[/color] to the attacker","[color=#ffff50]피격[/color] 시:

     공격자에게 [color=#70ff00]질병[/color] 2 중첩 적용"
Table_TraitsGeneric|RatKing|Name|,Table_TraitsGeneric,RatKing,Name,,[color=#c0c040]Ratmaster[/color],[color=#c0c040]쥐왕[/color]
Table_TraitsGeneric|RatKing|Description|,Table_TraitsGeneric,RatKing,Description,,"On [color=#ffff50]entrance[/color]:

     summon 5 [color=#c0c040]Rat-Man Phalangites[/color]

[color=#a0a0a0]Rat-Man Phalangites are disciplined guardians that attack with an eviscerating lance

Total summons limited by your Willpower[/color]","[color=#ffff50]등장[/color] 시:

     [color=#c0c040]쥐인간 팔랑크스[/color] 5 소환

[color=#a0a0a0]쥐인간 팔랑크스는 창으로 싸우는 규율 있는 수호자
총 소환 수는 의지로 제한됨[/color]"
Table_TraitsGeneric|RatKing|Description_Unit|,Table_TraitsGeneric,RatKing,Description_Unit,,"On [color=#ffff50]entrance[/color]:

     summon 5 [color=#c0c040]Rat-Man Phalangites[/color]

[color=#a0a0a0]Rat-Man Phalangites are disciplined guardians that attack with an eviscerating lance[/color]","[color=#ffff50]입장[/color] 시:

     [color=#c0c040]쥐인간 팔랑크스[/color] 5 소환

[color=#a0a0a0]쥐인간 팔랑크스는 내장을 꿰뚫는 창으로 공격하는 규율 잡힌 수호자[/color]"
Table_TraitsGeneric|RatBanner|Name|,Table_TraitsGeneric,RatBanner,Name,,[color=#c0c040]Banner-Rat[/color],[color=#c0c040]쥐 깃발[/color]
Table_TraitsGeneric|RatBanner|Description|,Table_TraitsGeneric,RatBanner,Description,,"On [color=#ffff50]entrance[/color] / [color=#ffff50]game turn[/color]:

     summon a [color=#c0c040]Rat-Man Flourisher[/color]

[color=#a0a0a0]Rat-man Flourishers are zealous fighters; whenever a Flourisher dies, you will summon a Rat-man Peltast

Total summons limited by your Willpower[/color]","[color=#ffff50]등장[/color] / [color=#ffff50]게임 턴[/color] 시:

     [color=#c0c040]쥐인간 플루리셔[/color] 소환

[color=#a0a0a0]쥐인간 플루리셔는 열성 전사; 플루리셔가 사망하면 쥐인간 펠타스트를 소환
총 소환 수는 의지로 제한됨[/color]"
Table_TraitsGeneric|RatBanner|Description_Unit|,Table_TraitsGeneric,RatBanner,Description_Unit,,"On [color=#ffff50]entrance[/color]:

     summon 5 [color=#c0c040]Rat-Man Phalangites[/color]

[color=#a0a0a0]Rat-Man Phalangites are disciplined guardians that attack with an eviscerating lance[/color]","[color=#ffff50]등장[/color] / [color=#ffff50]게임 턴[/color] 시:

     [color=#c0c040]쥐인간 플루리셔[/color] 소환"
Table_TraitsGeneric|ResistAstral|Name|,Table_TraitsGeneric,ResistAstral,Name,,[color=#8030af]Protection from Astral[/color],[color=#8030af]성계 저항[/color]
Table_TraitsGeneric|ResistAstral|Description|,Table_TraitsGeneric,ResistAstral,Description,,Resist [color=#ffff50]75%[/color] [color=#8030af]Astral[/color] damage,[color=#8030af]성계[/color] 피해 [color=#ffff50]75%[/color] 저항
Table_TraitsGeneric|ResistAstral|Description_Unit|,Table_TraitsGeneric,ResistAstral,Description_Unit,,Resist [color=#ffff50]75%[/color] [color=#8030af]Astral[/color] damage,[color=#8030af]성계[/color] 피해 [color=#ffff50]75%[/color] 저항
Table_TraitsGeneric|ResistBlunt|Name|,Table_TraitsGeneric,ResistBlunt,Name,,[color=#af8f50]Protection from Blunt[/color],[color=#af8f50]타격 저항[/color]
Table_TraitsGeneric|ResistBlunt|Description|,Table_TraitsGeneric,ResistBlunt,Description,,Resist [color=#ffff50]75%[/color] [color=#af8f50]Blunt[/color] damage,[color=#af8f50]타격[/color] 피해 [color=#ffff50]75%[/color] 저항
Table_TraitsGeneric|ResistBlunt|Description_Unit|,Table_TraitsGeneric,ResistBlunt,Description_Unit,,Resist [color=#ffff50]75%[/color] [color=#af8f50]Blunt[/color] damage,[color=#af8f50]타격[/color] 피해 [color=#ffff50]75%[/color] 저항
Table_TraitsGeneric|ResistDeath|Name|,Table_TraitsGeneric,ResistDeath,Name,,[color=#a0a000]Protection from Death[/color],[color=#a0a000]죽음 저항[/color]
Table_TraitsGeneric|ResistDeath|Description|,Table_TraitsGeneric,ResistDeath,Description,,Resist [color=#ffff50]75%[/color][color=#a0a000] Death[/color] damage,[color=#a0a000]죽음[/color] 피해 [color=#ffff50]75%[/color] 저항
Table_TraitsGeneric|ResistDeath|Description_Unit|,Table_TraitsGeneric,ResistDeath,Description_Unit,,Resist [color=#ffff50]75%[/color][color=#a0a000] Death[/color] damage,[color=#a0a000]죽음[/color] 피해 [color=#ffff50]75%[/color] 저항
Table_TraitsGeneric|ResistFire|Name|,Table_TraitsGeneric,ResistFire,Name,,[color=#ff7000]Protection from Fire[/color],[color=#ff7000]화염 저항[/color]
Table_TraitsGeneric|ResistFire|Description|,Table_TraitsGeneric,ResistFire,Description,,Resist [color=#ffff50]75%[/color][color=#ff7000] Fire[/color] damage,[color=#ff7000]화염[/color] 피해 [color=#ffff50]75%[/color] 저항
Table_TraitsGeneric|ResistFire|Description_Unit|,Table_TraitsGeneric,ResistFire,Description_Unit,,Resist [color=#ffff50]75%[/color][color=#ff7000] Fire[/color] damage,[color=#ff7000]화염[/color] 피해 [color=#ffff50]75%[/color] 저항
Table_TraitsGeneric|ResistIce|Name|,Table_TraitsGeneric,ResistIce,Name,,[color=#5080ff]Protection from Ice[/color],[color=#5080ff]냉기 저항[/color]
Table_TraitsGeneric|ResistIce|Description|,Table_TraitsGeneric,ResistIce,Description,,Resist [color=#ffff50]75%[/color][color=#5080ff] Ice[/color] damage,[color=#5080ff]냉기[/color] 피해 [color=#ffff50]75%[/color] 저항
Table_TraitsGeneric|ResistIce|Description_Unit|,Table_TraitsGeneric,ResistIce,Description_Unit,,Resist [color=#ffff50]75%[/color][color=#5080ff] Ice[/color] damage,[color=#5080ff]냉기[/color] 피해 [color=#ffff50]75%[/color] 저항
Table_TraitsGeneric|ResistLightning|Name|,Table_TraitsGeneric,ResistLightning,Name,,[color=#0060ff]Protection from Lightning[/color],[color=#0060ff]번개 저항[/color]
Table_TraitsGeneric|ResistLightning|Description|,Table_TraitsGeneric,ResistLightning,Description,,Resist [color=#ffff50]75%[/color][color=#0060ff] Lightning[/color] damage,[color=#0060ff]번개[/color] 피해 [color=#ffff50]75%[/color] 저항
Table_TraitsGeneric|ResistLightning|Description_Unit|,Table_TraitsGeneric,ResistLightning,Description_Unit,,Resist [color=#ffff50]75%[/color][color=#0060ff] Lightning[/color] damage,[color=#ffff50]75%[/color][color=#0060ff] 번개[/color] 피해 저항
Table_TraitsGeneric|ResistPierce|Name|,Table_TraitsGeneric,ResistPierce,Name,,[color=#af8f50]Protection from Pierce[/color],[color=#af8f50]관통 저항[/color]
Table_TraitsGeneric|ResistPierce|Description|,Table_TraitsGeneric,ResistPierce,Description,,Resist [color=#ffff50]75%[/color][color=#af8f50] Pierce[/color] damage,[color=#ffff50]75%[/color][color=#af8f50] 관통[/color] 피해 저항
Table_TraitsGeneric|ResistPierce|Description_Unit|,Table_TraitsGeneric,ResistPierce,Description_Unit,,Resist [color=#ffff50]75%[/color][color=#af8f50] Pierce[/color] damage,[color=#ffff50]75%[/color][color=#af8f50] 관통[/color] 피해 저항
Table_TraitsGeneric|ResistPoison|Name|,Table_TraitsGeneric,ResistPoison,Name,,[color=#70ff00]Protection from Poison[/color],[color=#70ff00]독 저항[/color]
Table_TraitsGeneric|ResistPoison|Description|,Table_TraitsGeneric,ResistPoison,Description,,Resist [color=#ffff50]75%[/color][color=#70ff00] Poison[/color] damage,[color=#ffff50]75%[/color][color=#70ff00] 독[/color] 피해 저항
Table_TraitsGeneric|ResistPoison|Description_Unit|,Table_TraitsGeneric,ResistPoison,Description_Unit,,Resist [color=#ffff50]75%[/color][color=#70ff00] Poison[/color] damage,[color=#ffff50]75%[/color][color=#70ff00] 독[/color] 피해 저항
Table_TraitsGeneric|ResistPsychic|Name|,Table_TraitsGeneric,ResistPsychic,Name,,[color=#ffaf30]Protection from Psychic[/color],[color=#ffaf30]정신 저항[/color]
Table_TraitsGeneric|ResistPsychic|Description|,Table_TraitsGeneric,ResistPsychic,Description,,Resist [color=#ffff50]75%[/color][color=#ffaf30] Psychic[/color] damage,[color=#ffff50]75%[/color][color=#ffaf30] 정신[/color] 피해 저항
Table_TraitsGeneric|ResistPsychic|Description_Unit|,Table_TraitsGeneric,ResistPsychic,Description_Unit,,Resist [color=#ffff50]75%[/color][color=#ffaf30] Psychic[/color] damage,[color=#ffff50]75%[/color][color=#ffaf30] 정신[/color] 피해 저항
Table_TraitsGeneric|ResistSlash|Name|,Table_TraitsGeneric,ResistSlash,Name,,[color=#af8f50]Protection from Slash[/color],[color=#af8f50]참격 저항[/color]
Table_TraitsGeneric|ResistSlash|Description|,Table_TraitsGeneric,ResistSlash,Description,,Resist [color=#ffff50]75%[/color][color=#af8f50] Slash[/color] damage,[color=#ffff50]75%[/color][color=#af8f50] 참격[/color] 피해 저항
Table_TraitsGeneric|ResistSlash|Description_Unit|,Table_TraitsGeneric,ResistSlash,Description_Unit,,Resist [color=#ffff50]75%[/color][color=#af8f50] Slash[/color] damage,[color=#ffff50]75%[/color][color=#af8f50] 참격[/color] 피해 저항
Table_TraitsGeneric|ResistBlood|Name|,Table_TraitsGeneric,ResistBlood,Name,,[color=#ff1010]Protection from Blood[/color],[color=#ff1010]피 저항[/color]
Table_TraitsGeneric|ResistBlood|Description|,Table_TraitsGeneric,ResistBlood,Description,,Resist [color=#ffff50]75%[/color] [color=#ff1010]Blood[/color] damage,[color=#ffff50]75%[/color] [color=#ff1010]피[/color] 피해 저항
Table_TraitsGeneric|ResistBlood|Description_Unit|,Table_TraitsGeneric,ResistBlood,Description_Unit,,Resist [color=#ffff50]75%[/color] [color=#ff1010]Blood[/color] damage,[color=#ffff50]75%[/color] [color=#ff1010]피[/color] 피해 저항
Table_TraitsGeneric|Scourge|Name|,Table_TraitsGeneric,Scourge,Name,,[color=#a0a000]Scourge[/color],[color=#a0a000]재앙[/color]
Table_TraitsGeneric|Scourge|Description|,Table_TraitsGeneric,Scourge,Description,,"On [color=#ffff50]hit[/color]:

     deal 10 [color=#a0a000]Death[/color] damage in a 2 tile area at the target","[color=#ffff50]명중[/color] 시:

     목표 주변 2칸에 10 [color=#a0a000]죽음[/color] 피해"
Table_TraitsGeneric|Scourge|Description_Unit|,Table_TraitsGeneric,Scourge,Description_Unit,,"On [color=#ff8030]hit[/color]:

     deal 10 [color=#a0a000]Death[/color] damage in a 2 tile area at the target","[color=#ff8030]명중[/color] 시:

     목표 주변 2칸에 10 [color=#a0a000]죽음[/color] 피해"
Table_TraitsGeneric|SigilAstral|Name|,Table_TraitsGeneric,SigilAstral,Name,,[color=#8030af]Cosmic Sigil[/color],[color=#8030af]우주 문양[/color]
Table_TraitsGeneric|SigilAstral|Description|,Table_TraitsGeneric,SigilAstral,Description,,"On [color=#ffff50]dealing[/color] [color=#8030af]Astral[/color] damage:

     25% of the damage is dealt again to 1 enemy at [color=#ffff50]one less range[/color]","[color=#8030af]성간[/color] 피해 [color=#ffff50]적중[/color] 시:

     피해의 25%를 [color=#ffff50]한 칸 가까운[/color] 적 1체에 추가 적중"
Table_TraitsGeneric|SigilAstral|Description_Unit|,Table_TraitsGeneric,SigilAstral,Description_Unit,,"On [color=#ffff50]dealing[/color] [color=#8030af]Astral[/color] damage:

     deal the [color=#ffff50]same damage[/color] to a random enemy at [color=#ffff50]one less range[/color]","[color=#8030af]성간[/color] 피해 [color=#ffff50]적중[/color] 시:

     [color=#ffff50]동일 피해[/color]를 [color=#ffff50]한 칸 가까운[/color] 무작위 적에게 적중"
Table_TraitsGeneric|SigilDeath|Name|,Table_TraitsGeneric,SigilDeath,Name,,[color=#a0a000]Vile Sigil[/color],[color=#a0a000]타락 문양[/color]
Table_TraitsGeneric|SigilDeath|Description|,Table_TraitsGeneric,SigilDeath,Description,,"On [color=#a0a000]Death[/color] damage [color=#ffff50]hit[/color]:

     summon a [color=#a0a000]Cadaver[/color] at a random tile

[color=#a0a0a0]Cadavers deal vile death damage

Total summons limited by your Willpower[/color]","[color=#a0a000]죽음[/color] 피해 [color=#ffff50]명중[/color] 시:

     무작위 칸에 [color=#a0a000]사체[/color] 소환

[color=#a0a0a0]사체는 사악한 죽음 피해를 가함

총 소환 수는 의지에 제한됨[/color]"
Table_TraitsGeneric|SigilDeath|Description_Unit|,Table_TraitsGeneric,SigilDeath,Description_Unit,,"On [color=#a0a000]Death[/color] damage [color=#ffff50]hit[/color]:

     summon a [color=#a0a000]Cadaver[/color] at a random tile

[color=#a0a0a0]Cadavers deal vile death damage[/color]","[color=#a0a000]죽음[/color] 피해 [color=#ffff50]명중[/color] 시:

     무작위 칸에 [color=#a0a000]사체[/color] 소환

[color=#a0a0a0]사체는 사악한 죽음 피해를 가함[/color]"
Table_TraitsGeneric|SigilFire|Name|,Table_TraitsGeneric,SigilFire,Name,,[color=#ff7000]Flame Sigil[/color],[color=#ff7000]화염 문양[/color]
Table_TraitsGeneric|SigilFire|Description|,Table_TraitsGeneric,SigilFire,Description,,"On [color=#ffff50]dealing[/color] [color=#ff7000]Fire[/color] damage:

     apply 2 [color=#ff7000]Inflame[/color] to yourself","[color=#ff7000]화염[/color] 피해 [color=#ffff50]적중[/color] 시:

     자신에게 [color=#ff7000]점화[/color] 2중첩 부여"
Table_TraitsGeneric|SigilFire|Description_Unit|,Table_TraitsGeneric,SigilFire,Description_Unit,,"On [color=#ffff50]dealing[/color] more than 50 [color=#ff7000]Fire[/color] damage:

     apply 2 [color=#ff7000]Inflame[/color] to yourself","[color=#ff7000]화염[/color] 피해 50 초과 [color=#ffff50]적중[/color] 시:

     자신에게 [color=#ff7000]점화[/color] 2중첩 부여"
Table_TraitsGeneric|SigilIce|Name|,Table_TraitsGeneric,SigilIce,Name,,[color=#5080ff]Frost Sigil[/color],[color=#5080ff]서리 문양[/color]
Table_TraitsGeneric|SigilIce|Description|,Table_TraitsGeneric,SigilIce,Description,,"On [color=#5080ff]Ice[/color] damage [color=#ffff50]hit[/color]:

     summon an [color=#5080ff]Ice Disc[/color] at a random tile

[color=#a0a0a0]Ice Discs are minor elementals composed of swift spinning ice

Total summons limited by your Willpower[/color]","[color=#5080ff]냉기[/color] 피해 [color=#ffff50]명중[/color] 시:

     무작위 칸에 [color=#5080ff]냉기 원반[/color] 소환

[color=#a0a0a0]냉기 원반은 빠르게 회전하는 냉기 정령

총 소환 수는 의지에 제한됨[/color]"
Table_TraitsGeneric|SigilIce|Description_Unit|,Table_TraitsGeneric,SigilIce,Description_Unit,,"On [color=#5080ff]Ice[/color] damage [color=#ffff50]hit[/color]:

     summon an [color=#5080ff]Ice Disc[/color] at a random tile

[color=#a0a0a0]Ice Discs are minor elementals composed of swift spinning ice[/color]","[color=#5080ff]냉기[/color] 피해 [color=#ffff50]명중[/color] 시:

     무작위 칸에 [color=#5080ff]냉기 원반[/color] 소환

[color=#a0a0a0]냉기 원반은 빠르게 회전하는 냉기 정령[/color]"
Table_TraitsGeneric|SigilLightning|Name|,Table_TraitsGeneric,SigilLightning,Name,,[color=#0060ff]Storm Sigil[/color],[color=#0060ff]폭풍 문양[/color]
Table_TraitsGeneric|SigilLightning|Description|,Table_TraitsGeneric,SigilLightning,Description,,"On [color=#ffff50]dealing[/color] [color=#0060ff]Lightning[/color] damage:

     apply 1 [color=#0060ff]Charge[/color] to yourself","[color=#0060ff]번개[/color] 피해 [color=#ffff50]적중[/color] 시:

     자신에게 [color=#0060ff]충전[/color] 1중첩 부여"
Table_TraitsGeneric|SigilLightning|Description_Unit|,Table_TraitsGeneric,SigilLightning,Description_Unit,,"On [color=#ffff50]dealing[/color] more than 50 [color=#0060ff]Lightning[/color] damage:

     apply 1 [color=#0060ff]Charge[/color] to yourself","[color=#0060ff]번개[/color] 피해 50 초과 [color=#ffff50]적중[/color] 시:

     자신에게 [color=#0060ff]충전[/color] 1중첩 부여"
Table_TraitsGeneric|SigilPoison|Name|,Table_TraitsGeneric,SigilPoison,Name,,[color=#70ff00]Toxic Sigil[/color],[color=#70ff00]독성 문양[/color]
Table_TraitsGeneric|SigilPoison|Description|,Table_TraitsGeneric,SigilPoison,Description,,"On [color=#70ff00]Poison[/color] damage [color=#ffff50]hit[/color]:

     summon a [color=#10df90]Serpent[/color] at a random tile

[color=#a0a0a0]Serpents are poison-fanged evasive reptiles

Total summons limited by your Willpower[/color]","[color=#70ff00]독[/color] 피해 [color=#ffff50]명중[/color] 시:

     무작위 칸에 [color=#10df90]독사[/color] 소환

[color=#a0a0a0]독사는 독니를 지닌 민첩한 파충류

총 소환 수는 의지에 제한됨[/color]"
Table_TraitsGeneric|SigilPoison|Description_Unit|,Table_TraitsGeneric,SigilPoison,Description_Unit,,"On [color=#70ff00]Poison[/color] damage [color=#ffff50]hit[/color]:

     summon a [color=#10df90]Serpent[/color] at a random tile

[color=#a0a0a0]Serpents are poison-fanged evasive reptiles[/color]","[color=#70ff00]독[/color] 피해 [color=#ffff50]명중[/color] 시:

     무작위 칸에 [color=#10df90]독사[/color] 소환

[color=#a0a0a0]독사는 독니를 지닌 민첩한 파충류[/color]"
Table_TraitsGeneric|SigilPsychic|Name|,Table_TraitsGeneric,SigilPsychic,Name,,[color=#ffaf30]Mind Sigil[/color],[color=#ffaf30]정신 문양[/color]
Table_TraitsGeneric|SigilPsychic|Description|,Table_TraitsGeneric,SigilPsychic,Description,,"On [color=#ffff50]dealing[/color] [color=#ffaf30]Psychic[/color] damage:

     apply 2 [color=#ffaf30]Repulsion[/color] to yourself","[color=#ffaf30]정신[/color] 피해 [color=#ffff50]적중[/color] 시:

     자신에게 [color=#ffaf30]반발[/color] 2중첩 부여"
Table_TraitsGeneric|SigilPsychic|Description_Unit|,Table_TraitsGeneric,SigilPsychic,Description_Unit,,"On [color=#ffff50]dealing[/color] [color=#ffaf30]Psychic[/color] damage:

     apply 2 [color=#ffaf30]Repulsion[/color] to yourself","[color=#ffaf30]정신[/color] 피해 [color=#ffff50]적중[/color] 시:

     자신에게 [color=#ffaf30]반발[/color] 2중첩 부여"
Table_TraitsGeneric|EmeraldEye|Name|,Table_TraitsGeneric,EmeraldEye,Name,,[color=#00ff50]Emerald Eye[/color],[color=#00ff50]에메랄드의 눈[/color]
Table_TraitsGeneric|EmeraldEye|Description|,Table_TraitsGeneric,EmeraldEye,Description,,"On [color=#ffff50]dealing[/color] [color=#70ff00]Poison[/color] damage:

     apply 2 [color=#ffa070]Blind[/color] to the target","[color=#70ff00]독[/color] 피해 [color=#ffff50]적중[/color] 시:

     목표에게 [color=#ffa070]실명[/color] 2중첩 부여"
Table_TraitsGeneric|EmeraldEye|Description_Unit|,Table_TraitsGeneric,EmeraldEye,Description_Unit,,"On [color=#ffff50]dealing[/color] [color=#ffaf30]Psychic[/color] damage:

     apply 2 [color=#ffaf30]Repulsion[/color] to yourself","[color=#ffaf30]정신[/color] 피해 [color=#ffff50]적중[/color] 시:

     자신에게 [color=#ffaf30]반발[/color] 2중첩 부여"
Table_TraitsGeneric|EmeraldChakram|Name|,Table_TraitsGeneric,EmeraldChakram,Name,,[color=#00ff50]Emerald Chakram[/color],[color=#00ff50]에메랄드 차크람[/color]
Table_TraitsGeneric|EmeraldChakram|Description|,Table_TraitsGeneric,EmeraldChakram,Description,,"On [color=#ffff50]killing an enemy[/color]:

     a random ally gains [color=#50ff50]+20 Speed[/color]
     summon a [color=#10df90]Serpent[/color]

[color=#a0a0a0]Serpents are slithering poison-fanged reptiles

Total summons limited by your Willpower[/color]","[color=#ffff50]적 처치[/color] 시:

     무작위 아군 [color=#50ff50]+20 속도[/color] 획득
     [color=#10df90]독사[/color] 소환

[color=#a0a0a0]독사는 독니를 지닌 파충류

총 소환 수는 의지에 제한됨[/color]"
Table_TraitsGeneric|EmeraldChakram|Description_Unit|,Table_TraitsGeneric,EmeraldChakram,Description_Unit,,"On [color=#ffff50]dealing[/color] [color=#ffaf30]Psychic[/color] damage:

     apply 2 [color=#ffaf30]Repulsion[/color] to yourself","[color=#ffaf30]정신[/color] 피해 [color=#ffff50]적중[/color] 시:

     자신에게 [color=#ffaf30]반발[/color] 2중첩 부여"
Table_TraitsGeneric|BerserkerStaff|Name|,Table_TraitsGeneric,BerserkerStaff,Name,,[color=#ff5020]Berserker Staff[/color],[color=#ff5020]광전사 지팡이[/color]
Table_TraitsGeneric|BerserkerStaff|Description|,Table_TraitsGeneric,BerserkerStaff,Description,,"On [color=#78bca4]prayer[/color]:

     deal [color=#af8f50]Slash[/color] damage in a path to one enemy at any range
     apply 5 [color=#ff5020]Berserk[/color] to yourself

[color=#a0a0a0]Damage = 10 * stacks of Berserk on self[/color]","[color=#78bca4]기도[/color] 시:

     어느 거리의 적 1체에게 경로 방향으로 [color=#af8f50]참격[/color] 피해
     자신에게 [color=#ff5020]광분[/color] 5중첩 부여

[color=#a0a0a0]피해 = 자신의 광분 중첩 * 10[/color]"
Table_TraitsGeneric|BerserkerStaff|Description_Unit|,Table_TraitsGeneric,BerserkerStaff,Description_Unit,,"On [color=#ffff50]dealing[/color] [color=#ffaf30]Psychic[/color] damage:

     apply 2 [color=#ffaf30]Repulsion[/color] to yourself","[color=#ffaf30]정신[/color] 피해 [color=#ffff50]적중[/color] 시:

     자신에게 [color=#ffaf30]반발[/color] 2중첩 부여"
Table_TraitsGeneric|HitParalysis|Name|,Table_TraitsGeneric,HitParalysis,Name,,[color=#00ff70]Paralyzing Touch[/color],[color=#00ff70]마비의 손길[/color]
Table_TraitsGeneric|HitParalysis|Description|,Table_TraitsGeneric,HitParalysis,Description,,"On [color=#ff8030]hit[/color]:

     apply 2 [color=#00ff70]Paralysis[/color] to the target","[color=#ff8030]명중[/color] 시:

     목표에게 [color=#00ff70]마비[/color] 2중첩 부여"
Table_TraitsGeneric|HitParalysis|Description_Unit|,Table_TraitsGeneric,HitParalysis,Description_Unit,,"On [color=#ffff50]hit[/color]:

     apply 2 [color=#00ff70]Paralysis[/color] to the target","[color=#ffff50]명중[/color] 시:

     목표에게 [color=#00ff70]마비[/color] 2중첩 부여"
Table_TraitsGeneric|Slaghmaster|Name|,Table_TraitsGeneric,Slaghmaster,Name,,[color=#30af40]Slaghmaster[/color],[color=#30af40]슬라그 지배자[/color]
Table_TraitsGeneric|Slaghmaster|Description|,Table_TraitsGeneric,Slaghmaster,Description,,"On [color=#ffff50]entrance[/color]:

     summon 2 [color=#30af40]Slagh Skirmishers[/color]","[color=#ffff50]등장[/color] 시:

     [color=#30af40]슬라그 전투원[/color] 2체 소환"
Table_TraitsGeneric|Slaghmaster|Description_Unit|,Table_TraitsGeneric,Slaghmaster,Description_Unit,,"On [color=#ffff50]entrance[/color]:

     summon 2 [color=#30af40]Slagh Skirmishers[/color]","[color=#ffff50]등장[/color] 시:

     [color=#30af40]슬라그 전투원[/color] 2체 소환"
Table_TraitsGeneric|Spite|Name|,Table_TraitsGeneric,Spite,Name,,[color=#af5050]Spite[/color],[color=#af5050]악의[/color]
Table_TraitsGeneric|Spite|Description|,Table_TraitsGeneric,Spite,Description,,[color=#ff8030]+100%[/color] damage against target's with [color=#ff8080]full life[/color],[color=#ff8030]+100%[/color] 피해 (대상의 [color=#ff8080]체력이 가득 찼을 때[/color])
Table_TraitsGeneric|Spite|Description_Unit|,Table_TraitsGeneric,Spite,Description_Unit,,[color=#ff8030]+100%[/color] damage against targets with [color=#ff8080]full life[/color],[color=#ff8030]+100%[/color] 피해 (대상의 [color=#ff8080]체력이 가득 찼을 때[/color])
Table_TraitsGeneric|stationary|Name|,Table_TraitsGeneric,stationary,Name,,[color=#a0a0a0]Stationary[/color],[color=#a0a0a0]고정[/color]
Table_TraitsGeneric|stationary|Description|,Table_TraitsGeneric,stationary,Description,,This unit will not move...,이 유닛은 이동하지 않는다...
Table_TraitsGeneric|stationary|Description_Unit|,Table_TraitsGeneric,stationary,Description_Unit,,This unit will not move...,이 유닛은 이동하지 않는다...
Table_TraitsGeneric|Stran|Name|,Table_TraitsGeneric,Stran,Name,,[color=#bf9f40]Strani Taming[/color],[color=#bf9f40]스트라니 조련[/color]
Table_TraitsGeneric|Stran|Description|,Table_TraitsGeneric,Stran,Description,,"On [color=#ffff50]entrance[/color]:

     summon a loyal [color=#bf9f40]Tugar[/color] [color=#c050ff]familiar[/color]

On [color=#78bca4]prayer[/color]:

     the [color=#bf9f40]Tugar[/color] gains [color=#ff8030]+25% Hit[/color] and [color=#50ff50]heals[/color] 25% of its [color=#ff8080]max Life[/color]

[color=#a0a0a0]The Tugar is a tough wooly ox that retaliates with crushing hooves

Summoned Familiars are not limited by your Willpower[/color]","[color=#ffff50]등장[/color] 시:

     충성스러운 [color=#bf9f40]투가르[/color] [color=#c050ff]사역마[/color] 소환

[color=#78bca4]기도[/color] 시:

     [color=#bf9f40]투가르[/color]의 [color=#ff8030]명중 +25%[/color], [color=#ff8080]최대 체력[/color]의 25% [color=#50ff50]회복[/color]

[color=#a0a0a0]투가르는 발굽으로 반격하는 강인한 털북숭이 소

소환된 사역마는 의지 제한을 받지 않음[/color]"
Table_TraitsGeneric|Stran|Description_Unit|,Table_TraitsGeneric,Stran,Description_Unit,,"On [color=#ffff50]entrance[/color]:

