english,korean,occurrence_count,examples
[color=#904040]Sash[/color],,1,Table_Armor:sash:name
[color=#904060]Absorb Time[/color],,1,Table_TraitsGeneric:AbsorbTime:Name
[color=#904060]Agarite[/color],,1,Table_Enemies:agarite:name_color
[color=#904060]Agarites[/color] wander in this place,,1,Table_Enemies:agarite:sighting
[color=#904060]Agarithum[/color],,1,Table_Enemies:agarithum:name_color
[color=#904060]Summon Agarites[/color],,1,Table_TraitsGeneric:SummonAgarites:Name
[color=#904070]Dagger[/color],,1,Table_Weapons:SubtleKnife:name
[color=#904070]Hood[/color],,1,Table_Armor:HoodAssassin:name
[color=#904070]Pants[/color],,1,Table_Armor:Cloth_Pants:name
[color=#904070]Vest[/color],,1,Table_Armor:Vest:name
[color=#905000]Taggla Idol[/color],,1,Table_Enemies:taggla_idol:name_color
[color=#905000]Taggla Idols[/color] coil here,,1,Table_Enemies:taggla_idol:sighting
[color=#905000]Taggla-worm[/color],,1,Table_Enemies:taggla:name_color
[color=#905000]Varikorpus[/color],,1,Table_TraitsGeneric:VariTaggla:Name
[color=#9050cf]Garnet Spider[/color],,1,Table_Allies:Tsuchigumo2:name_color
[color=#9050df]Amethyst Falx[/color],,1,Table_Weapons:bladeamethyst:name
[color=#9050df]Astra Blade[/color],,1,Table_Weapons:bladeastral:name
[color=#9050ff]Mura[/color],,1,Table_TraitsGeneric:Mura:Name
[color=#9050ff]Pearl Mirror[/color],,1,Table_Allies:PearlMirror:name_color
[color=#906010]Ruk-Thrall[/color],,1,Table_Enemies:RukThrall:name_color
[color=#906010]Ruk-Thralls[/color] march here,,1,Table_Enemies:RukThrall:sighting
[color=#906010]Ruk[/color],,1,Table_Enemies:ruk:name_color
[color=#906010]Rukfeather Skirt[/color],,2,Table_Armor:RukfeatherSkirt:name | Table_TraitsGeneric:RukfeatherSkirt:Name
[color=#906010]Summon Ruk-Thralls[/color],,1,Table_TraitsGeneric:SummonRukThralls:Name
[color=#9060ff]Asclepa[/color],,1,Table_Weapons:asclepa:name
[color=#9060ff]Wisp[/color],,1,Table_Allies:Wisp:name_color
[color=#90a050]Longlegs[/color],,1,Table_Enemies:longlegs:name_color
[color=#90a050]Longlegs[/color] nest here,,1,Table_Enemies:longlegs:sighting
[color=#90c0ff]Baghatar[/color],,2,Table_Classes:Baghatar:name | Table_TraitsGeneric:Baghatar:Name
[color=#90c0ff]Bracer[/color],,1,Table_Armor:BracersBagh:name
[color=#90c0ff]Helm[/color],,1,Table_Armor:HelmBagh:name
[color=#90c0ff]Salaa[/color],,1,Table_Armor:Salaa:name
[color=#90c0ff]Windblade[/color],,1,Table_TraitsGeneric:Windblade:Name
[color=#90f0af]Orich Beetle[/color],,1,Table_Enemies:OrichBeetle:name_color
[color=#90f0ff]Okokorpi[/color] cluster here,,1,Table_Enemies:okokorpus:sighting
[color=#90f0ff]Okokorpus[/color],,1,Table_Enemies:okokorpus:name_color
[color=#90f0ff]Okon-moksha[/color],,1,Table_Enemies:SlouchingBeast:name_color
[color=#90f0ff]Okonic Bed[/color],,1,Table_Enemies:OkonicBed:name_color
[color=#90f0ff]Okopod[/color],,1,Table_Enemies:okopod:name_color
[color=#90f0ff]Varikorpus[/color],,3,Table_TraitsGeneric:VariOkopod:Name | Table_TraitsGeneric:VariOkokorpus:Name | Table_TraitsGeneric:VariOkopodBeast:Name
[color=#90ff20]Angra-Mainyu[/color],,1,Table_TraitsGeneric:Angra:Name
[color=#90ff20]Angra[/color],,1,Table_Gods:Angra:name
[color=#90ff20]Ksudha[/color],,1,Table_Invokes:ksudha:name
[color=#90ff20]Prakara[/color],,1,Table_Invokes:prakara:name
[color=#90ff20]Rogoga[/color],,1,Table_Invokes:rogoga:name
[color=#90ff50]Goblin's Way[/color],,1,Table_TraitsGeneric:Goblin:Name
[color=#90ff50]Goblin[/color],,1,Table_Races:Goblin:name
[color=#90ff60]Al-Fawdaa[/color],,1,Table_TraitsGeneric:Fawdaa:Name
[color=#90ff60]Fawdaa[/color],,1,Table_Gods:Fawdaa:name
[color=#90ff60]Wizara[/color],,1,Table_Invokes:wizara:name
[color=#90ff60]Yahrub[/color],,1,Table_Invokes:yahrub:name
[color=#90ff60]Yamur[/color],,1,Table_Invokes:yamur:name
[color=#9f1010]Pain Cleric[/color],,1,Table_TraitsGeneric:PainCleric:Name
[color=#A58A2A]Ape[/color],,1,Table_Races:Ape:name
[color=#A58A2A]Wildness[/color],,1,Table_TraitsGeneric:Ape:Name
[color=#B0E0E6]eaten star[/color],,1,Table_Tilesets:PaleSpires:description
[color=#FFC0CB]Crystalform[/color],,1,Table_Traits:Geistform:Name
[color=#a000ff]Alga-Sebek[/color],,1,Table_Enemies:AlgaSebek:name_color
[color=#a000ff]Sebek Priest[/color],,1,Table_Enemies:sebek_priest:name_color
[color=#a000ff]Sebek Priests[/color] feast here,,1,Table_Enemies:sebek_priest:sighting
[color=#a000ff]Sebek Warrior[/color],,1,Table_Enemies:sebek_warrior:name_color
[color=#a000ff]Summon Priest[/color],,1,Table_TraitsGeneric:SummonSebekPriest:Name
[color=#a000ff]Sworn Warrior[/color],,1,Table_TraitsGeneric:SummonSebek:Name
[color=#a02020]Struggler[/color],,1,Table_TraitsGeneric:Struggler:Name
[color=#a02070]Assassin[/color],,2,Table_Classes:Assassin:name | Table_TraitsGeneric:AssassinClass:Name
[color=#a02070]Blight Vengeance[/color],,1,Table_TraitsGeneric:helm_dark:Name
[color=#a02070]Dark Awe[/color],,1,Table_TraitsGeneric:chest_dark:Name
[color=#a02070]Subtle Pierce[/color],,1,Table_TraitsGeneric:SubtleKnife:Name
[color=#a02080]Sorcerer[/color],,2,Table_Classes:Sorcerer:name | Table_TraitsGeneric:Sorcerer:Name
[color=#a03030]Humbaba delights![/color],,1,Table_Invokes:bloodrage:recharge_message
[color=#a03030]Humbaba is pleased...[/color],,2,Table_Invokes:halhala:recharge_message | Table_Invokes:damu:recharge_message
[color=#a03030]Humbaba's Rage[/color],,1,Table_TraitsGeneric:Humbaba:Name
[color=#a03030]Humbaba[/color],,1,Table_Gods:Humbaba:name
[color=#a03030]Sum Uri[/color],,1,Table_Invokes:bloodrage:name
[color=#a03030]Ur Damu[/color],,1,Table_Invokes:damu:name
[color=#a03030]Ur Halhala[/color],,1,Table_Invokes:halhala:name
[color=#a030b0]Acolyte[/color],,1,Table_TraitsGeneric:Acolyte:Name
[color=#a030b0]Seeker[/color],,1,Table_TraitsGeneric:Seeker:Name
"[color=#a030b0]Teleport[/color] a random enemy to a tile adjacent to you
[color=#78bca4]+1 charge[/color] when you [color=#ffff50]teleport[/color]",,1,Table_Invokes:yamur:description_short
"[color=#a030b0]Teleport[/color] all enemies to random tiles, each applies 5 [color=#a030b0]Stasis[/color] to itself
[color=#78bca4]+1 charge[/color] when you [color=#ffff50]stand still adjacent to an enemy[/color]",,1,Table_Invokes:wizara:description_short
"[color=#a030b0]Teleport[/color] self and all allies to random tiles, each applies 5 [color=#a030b0]Stasis[/color] to itself
[color=#78bca4]+1 charge[/color] when you [color=#ffff50]enter[/color] a new area",,1,Table_Invokes:yahrub:description_short
[color=#a030b0]Vivistasis[/color],,1,Table_TraitsGeneric:VoidHelm:Name
[color=#a030e0]Golganth[/color],,1,Table_Enemies:golganth:name_color
[color=#a030e0]Golganths[/color] stalk this land,,1,Table_Enemies:golganth:sighting
[color=#a030e0]Krampite[/color],,1,Table_Enemies:Krampite:name_color
[color=#a030ff]Violet Ant[/color],,1,Table_Allies:AntAstral:name_color
[color=#a05090]Shesha Phalangite[/color],,1,Table_Enemies:shesha:name_color
[color=#a05090]Sheshas[/color] gather here,,1,Table_Enemies:shesha:sighting
[color=#a050a0]Blight Cuirass[/color],,1,Table_Armor:darkchest:name
[color=#a050a0]Blight Gauntlets[/color],,1,Table_Armor:darkarms:name
[color=#a050a0]Blight Helm[/color],,1,Table_Armor:darkhead:name
[color=#a050a0]Blight Moplah[/color],,1,Table_Weapons:blightsabre:name
[color=#a050a0]Blight Sarabara[/color],,1,Table_Armor:darklegs:name
[color=#a050af]Ari-junta[/color],,1,Table_TraitsGeneric:Qamar:Name
[color=#a050af]Qamar[/color],,1,Table_Races:Qamar:name
[color=#a050e0]Sahasi[/color],,1,Table_TraitsGeneric:Sahasi:Name
[color=#a06060]Flail[/color],,1,Table_Weapons:flail:name
[color=#a060af]Strange tint[/color],,1,Table_Tilesets:strangetint:description
[color=#a07040]Beast Spirit[/color],,1,Table_TraitsGeneric:BeastVisage:Name
[color=#a07040]Beast Visage[/color],,1,Table_Armor:beast_visage:name
[color=#a07040]Ur-Beast[/color],,1,Table_TraitsGeneric:UrBeast:Name
[color=#a07050]Path of Dust[/color],,1,Table_Tilesets:dust:description
[color=#a07070]Summon Bleeding Dead[/color],,1,Table_TraitsGeneric:StaffWarlock:Name
[color=#a070ff]Janin[/color],,1,Table_Allies:janin:name_color
[color=#a070ff]Scroll[/color],,1,Table_Weapons:scrolljanin:name
[color=#a070ff]Summon Janin[/color],,1,Table_TraitsGeneric:SummonJanin:Name
[color=#a070ff]Summoner[/color],,2,Table_Classes:Summoner:name | Table_TraitsGeneric:Summoner:Name
[color=#a08000]mountain[/color],,1,Table_Tilesets:mountain:description
[color=#a08040]Javelins[/color],,1,Table_Weapons:Javelins:name
[color=#a08040]Pelte[/color],,1,Table_Weapons:Pelte:name
[color=#a08040]Pilum[/color],,1,Table_Weapons:pilum:name
[color=#a08040]Sling[/color],,1,Table_Weapons:Sling:name
[color=#a08040]Voli[/color],,1,Table_TraitsGeneric:Javelins:Name
[color=#a08080]Abdi[/color],,2,Table_Classes:Nihang:name | Table_TraitsGeneric:Nihang:Name
[color=#a08080]Kachhera[/color],,1,Table_Armor:Kachhera:name
[color=#a08080]Purification[/color],,1,Table_TraitsGeneric:TurbanAbdi:Name
[color=#a08080]Turban[/color],,1,Table_Armor:Turban:name
[color=#a09060]Cloth Gloves[/color],,1,Table_Armor:cloth_hand:name
[color=#a09060]Cloth Shirt[/color],,1,Table_Armor:cloth_chest:name
[color=#a09070]Zindiq[/color],,1,Table_Enemies:heretic:name_color
[color=#a09070]Zindiq[/color] wander here,,1,Table_Enemies:heretic:sighting
[color=#a090b0]Aistihdar[/color],,1,Table_TraitsGeneric:Alhaja:Name
[color=#a090b0]Alhaja[/color],,1,Table_Races:Alhaja:name
[color=#a090ff]Hood[/color],,1,Table_Armor:hood3:name
[color=#a090ff]Robe[/color],,1,Table_Armor:robe3:name
[color=#a0a000]Basilisk[/color],,1,Table_Enemies:basilisk:name_color
[color=#a0a000]Batform[/color],,1,Table_Traits:Batform:Name
[color=#a0a000]Blight Cult[/color],,1,Table_Traits:BlightCult:Name
[color=#a0a000]Blight Priest[/color],,1,Table_Allies:blightpriest:name_color
[color=#a0a000]Blight Sabre[/color],,1,Table_Weapons:blightsabre2:name
[color=#a0a000]Bolga[/color],,1,Table_TraitsGeneric:Bolga:Name
[color=#a0a000]Brud[/color],,1,Table_Races:Brud:name
[color=#a0a000]Cadaver[/color],,1,Table_Allies:cadaver:name_color
[color=#a0a000]Channel Harm[/color],,1,Table_TraitsGeneric:Gehibah:Name
[color=#a0a000]Chilling Curse[/color],,1,Table_TraitsGeneric:ChillingCurse:Name
[color=#a0a000]Circle of Death[/color],,1,Table_TraitsGeneric:Gehimon:Name
[color=#a0a000]Cobra Staff[/color],,1,Table_Weapons:CobraIdol:name
[color=#a0a000]Cruel Feast[/color],,1,Table_TraitsGeneric:FeastCruel:Name
[color=#a0a000]Cursed Breath[/color],,1,Table_TraitsGeneric:DeathBreath:Name
[color=#a0a000]Cursed Flesh[/color],,1,Table_Traits:Rabbah:Name
[color=#a0a000]Cursed Skull[/color],,1,Table_Weapons:cursedskull:name
[color=#a0a000]Cutting Death[/color],,1,Table_TraitsGeneric:Gehikul:Name
[color=#a0a000]Dancing Flesh[/color],,1,Table_Enemies:dancing_flesh:name_color
[color=#a0a000]Daru Tora[/color],,1,Table_TraitsGeneric:Daruq:Name
[color=#a0a000]Daruq[/color],,1,Table_Armor:Daruq:name
[color=#a0a000]Death Casting[/color],,1,Table_TraitsGeneric:Castcurse:Name
[color=#a0a000]Death Curse[/color],,1,Table_TraitsGeneric:DeathCurse:Name
[color=#a0a000]Death Knight[/color],,2,Table_Enemies:deathknight:name_color | Table_TraitsGeneric:DeathKnight:Name
[color=#a0a000]Death Knights[/color] guard this place,,1,Table_Enemies:deathknight:sighting
[color=#a0a000]Death Staff[/color],,1,Table_Weapons:deathstaff:name
[color=#a0a000]Deathdrake[/color],,1,Table_Enemies:deathdrake:name_color
[color=#a0a000]Destroyer[/color],,1,Table_TraitsGeneric:Destroyer:Name
[color=#a0a000]Doom Aura[/color],,1,Table_TraitsGeneric:DoomAura:Name
[color=#a0a000]Doom Blade[/color],,1,Table_Weapons:DoomBlade:name
[color=#a0a000]Doom Skin[/color],,1,Table_TraitsGeneric:DoomSkin:Name
[color=#a0a000]Doom Slash[/color],,1,Table_TraitsGeneric:DoomBlade:Name
[color=#a0a000]Dooming Touch[/color],,1,Table_TraitsGeneric:DoomHit:Name
[color=#a0a000]Doomsayer[/color],,1,Table_TraitsGeneric:Doomsayer:Name
[color=#a0a000]Dread Hoplon[/color],,2,Table_TraitsGeneric:DreadHoplon:Name | Table_Weapons:DreadHoplon:name
[color=#a0a000]Dread Legion[/color],,1,Table_Traits:HungryGrave:Name
[color=#a0a000]Dread Vengeance[/color],,1,Table_TraitsGeneric:Gehital:Name
[color=#a0a000]Eresh's Blessing[/color],,1,Table_TraitsGeneric:Eresh:Name
[color=#a0a000]Eresh[/color],,1,Table_Gods:Eresh:name
[color=#a0a000]Filth Revenant[/color],,1,Table_Enemies:filthrevenant:name_color
[color=#a0a000]Filth Revenants[/color] gather here,,1,Table_Enemies:filthrevenant:sighting
[color=#a0a000]Flesh Retinue[/color],,1,Table_TraitsGeneric:FleshRetinue:Name
[color=#a0a000]Gehen[/color],,1,Table_Enemies:Gehen:name_color
[color=#a0a000]Gehen[/color] worship here,,1,Table_Enemies:Gehen:sighting
[color=#a0a000]Gesture of Death[/color],,1,Table_TraitsGeneric:Hat_Curse:Name
[color=#a0a000]Gibija[/color],,1,Table_Invokes:gibija:name
[color=#a0a000]Grave Chant[/color],,1,Table_Traits:ChannelDeath:Name
[color=#a0a000]Grave Idol[/color],,1,Table_Allies:GraveIdol:name_color
[color=#a0a000]Honored Dead[/color],,1,Table_Allies:HonoredDead:name_color
[color=#a0a000]Khedira[/color],,1,Table_Armor:capcurse:name
[color=#a0a000]Kuga[/color],,1,Table_Traits:Kuga:Name
[color=#a0a000]Magh-Bruda[/color],,1,Table_TraitsGeneric:Brud:Name
[color=#a0a000]Master Doom[/color],,1,Table_Traits:MasterDoom:Name
[color=#a0a000]Mouth of Eresh[/color],,1,Table_Allies:MawEresh:name_color
[color=#a0a000]Nadra Kamarband[/color],,1,Table_Armor:nadrag:name
[color=#a0a000]Necrokinesis[/color],,1,Table_Traits:MavetKa:Name
[color=#a0a000]Necromancer[/color],,1,Table_TraitsGeneric:Necromancer:Name
[color=#a0a000]Necromancy[/color],,1,Table_Traits:Necromancy:Name
[color=#a0a000]Numb Sarabara[/color],,1,Table_Armor:Numb_Sarabara:name
[color=#a0a000]Path of Death[/color],,1,Table_Feats:death2:name
[color=#a0a000]Protection from Death[/color],,1,Table_TraitsGeneric:ResistDeath:Name
[color=#a0a000]Razaranja[/color],,1,Table_Invokes:razaranja:name
[color=#a0a000]Robe of Ferment[/color],,1,Table_TraitsGeneric:robe_swamp:Name
[color=#a0a000]Scourge[/color],,1,Table_TraitsGeneric:Scourge:Name
[color=#a0a000]Sharpened Death[/color],,1,Table_TraitsGeneric:Gehivah:Name
[color=#a0a000]Skeleton Archer[/color],,1,Table_Allies:skeleton_archer:name_color
[color=#a0a000]Skeleton Warrior[/color],,1,Table_Allies:skeleton:name_color
[color=#a0a000]Skin Priest[/color],,1,Table_Enemies:skin_priest:name_color
[color=#a0a000]Skin Priests[/color] worship here,,1,Table_Enemies:skin_priest:sighting
[color=#a0a000]Slouching Dead[/color],,1,Table_Allies:slouchingdead:name_color
[color=#a0a000]Sluga[/color],,1,Table_Invokes:sluga:name
[color=#a0a000]Summon Dancing Flesh[/color],,1,Table_TraitsGeneric:SummonDancingFlesh:Name
[color=#a0a000]Summon Gehen[/color],,1,Table_TraitsGeneric:SummonGehen:Name
[color=#a0a000]Summon Skin Priest[/color],,1,Table_TraitsGeneric:SummonSkinPriest:Name
[color=#a0a000]Undead[/color],,11,Table_Allies:Crawler:tags[1] | Table_Allies:skeleton:tags[1] | Table_Allies:skeleton_archer:tags[1] | Table_Allies:SacredSkin:tags[1] | Table_Allies:MawEresh:tags[1]
[color=#a0a000]Vile Poison[/color],,1,Table_TraitsGeneric:VilePoison:Name
[color=#a0a000]Vile Sigil[/color],,1,Table_TraitsGeneric:SigilDeath:Name
[color=#a0a000]Withered Imp[/color],,1,Table_Enemies:witheredimp:name_color
[color=#a0a000]Withered Imps[/color] commune here,,1,Table_Enemies:witheredimp:sighting
[color=#a0a080]Dread Axe[/color],,1,Table_Weapons:DreadAxe:name
[color=#a0a080]Dread Gaze[/color],,1,Table_TraitsGeneric:DreadHelm:Name
[color=#a0a080]Dread Gleam[/color],,1,Table_TraitsGeneric:DreadAxe:Name
[color=#a0a080]Dread Helm[/color],,1,Table_Armor:DreadHelm:name
[color=#a0a080]Dread Presence[/color],,1,Table_TraitsGeneric:DreadSash:Name
[color=#a0a080]Dread Sash[/color],,1,Table_Armor:DreadSash:name
[color=#a0a080]Skull Helm[/color],,2,Table_Armor:SkullHelm:name | Table_TraitsGeneric:SkullHelm:Name
[color=#a0a0a0]Stationary[/color],,1,Table_TraitsGeneric:stationary:Name
[color=#a0a0e0]Iron Giant[/color],,1,Table_Enemies:irongolem:name_color
[color=#a0a0e0]Iron Giants[/color] stand here,,1,Table_Enemies:irongolem:sighting
[color=#a0c080]Gilt-cloth Glove[/color],,1,Table_Armor:GiltclothGlove:name
[color=#a0c080]Gilt-cloth Trabea[/color],,1,Table_Armor:GiltclothTrabea:name
[color=#a0ffa0]Bow[/color],,1,Table_Weapons:bow:name
[color=#a0ffa0]Club[/color],,1,Table_Weapons:club:name
[color=#a0ffa0]Talwar[/color],,1,Table_Weapons:talwar:name
[color=#a0ffa0]Tomahawk[/color],,1,Table_Weapons:tomahawk:name
[color=#af0000]Imp[/color],,1,Table_Races:Imp:name
[color=#af0000]Impish Distortion[/color],,1,Table_TraitsGeneric:Imp:Name
[color=#af2060]Fey Red-Crest[/color],,1,Table_Enemies:FeyRedCrest:name_color
[color=#af3030]Blood Revenant[/color],,1,Table_Enemies:bloodrevenant:name_color
[color=#af3030]Blood Revenants[/color] guard this place,,1,Table_Enemies:bloodrevenant:sighting
[color=#af3030]Blood Vengeance[/color],,1,Table_TraitsGeneric:BloodVengeance:Name
[color=#af3030]Mask of Blood[/color],,1,Table_Armor:bloodmask:name
[color=#af30af]Garnet Prisma[/color],,1,Table_Allies:GarnetPrisma:name_color
[color=#af30df]Orchid Wretch[/color],,1,Table_Enemies:orchidwretch:name_color
[color=#af30df]Orchid Wretches[/color] worship here,,1,Table_Enemies:orchidwretch:sighting
[color=#af30df]Summon Orchid Wretches[/color],,1,Table_TraitsGeneric:SummonOrchidWretch:Name
[color=#af30df]Summon Zahrats[/color],,1,Table_TraitsGeneric:SummonZahrat:Name
[color=#af30df]Zahrat[/color],,1,Table_Enemies:Zahrat:name_color
[color=#af30df]Zahrats[/color] worship here,,1,Table_Enemies:Zahrat:sighting
[color=#af4040]Boga[/color],,1,Table_Enemies:boga:name_color
[color=#af4040]Boga[/color] slither here,,1,Table_Enemies:boga:sighting
[color=#af4040]Heavy Cleave[/color],,1,Table_TraitsGeneric:HeavyCleave:Name
[color=#af4040]Red Axe[/color],,1,Table_Weapons:redaxe:name
[color=#af40af]Amplification[/color],,1,Table_TraitsGeneric:Amplification:Name
[color=#af40af]Preta[/color],,1,Table_TraitsGeneric:Preta:Name
[color=#af5050]Spite[/color],,1,Table_TraitsGeneric:Spite:Name
[color=#af5f50]Revenge[/color],,1,Table_TraitsGeneric:Revenge:Name
[color=#af6020]Fallen Samnite[/color],,1,Table_Enemies:samnite:name_color
[color=#af6020]Fallen Samnites[/color] patrol here,,1,Table_Enemies:samnite:sighting
[color=#af7020]Brass Dragon[/color],,1,Table_Allies:RedDragon2:name_color
[color=#af7020]Gora[/color],,1,Table_Enemies:gora:name_color
[color=#af7020]Goras[/color] hunt here,,1,Table_Enemies:gora:sighting
[color=#af7020]Ogre[/color],,1,Table_Enemies:ogre:name_color
[color=#af8050]Sulphur Officiant[/color],,1,Table_TraitsGeneric:SummonImps:Name
[color=#af8f50]Agility[/color],,1,Table_Traits:Assassin:Name
[color=#af8f50]Aim[/color],,1,Table_Traits:Aim:Name
[color=#af8f50]Ar-Glaghar[/color],,1,Table_TraitsGeneric:Pulwar:Name
[color=#af8f50]Area Attack[/color],,1,Table_TraitsGeneric:AOE:Name
[color=#af8f50]Bheith Nocht[/color],,1,Table_Traits:Rampage:Name
[color=#af8f50]Blademaster[/color],,1,Table_Traits:Dervish:Name
[color=#af8f50]Blunt[/color],,27,Table_Weapons:buckler:description | Table_Weapons:GreyBuckler:description | Table_Weapons:shieldgala:description | Table_Weapons:Pelte:description | Table_Weapons:shield:description
[color=#af8f50]Bully[/color],,1,Table_TraitsGeneric:Bully:Name
[color=#af8f50]Counter[/color],,1,Table_TraitsGeneric:Counter:Name
[color=#af8f50]Earth Staff[/color],,1,Table_Weapons:staff_earth:name
[color=#af8f50]Glaghar[/color],,1,Table_Weapons:Pulwar:name
[color=#af8f50]Guard[/color],,1,Table_Traits:Murmillo:Name
[color=#af8f50]Heartseeker[/color],,1,Table_Traits:Heartseeker:Name
[color=#af8f50]Heavyweight[/color],,1,Table_Traits:Tenacity:Name
[color=#af8f50]Lunge[/color],,1,Table_TraitsGeneric:Lunge:Name
[color=#af8f50]Martial Purity[/color],,1,Table_Feats:martial:name
[color=#af8f50]Might[/color],,1,Table_Traits:Might:Name
[color=#af8f50]Onyx Necklace[/color],,1,Table_Armor:robe_earth:name
[color=#af8f50]Penetration[/color],,1,Table_TraitsGeneric:Penetration:Name
[color=#af8f50]Pierce[/color],,6,Table_Weapons:bow:description | Table_Weapons:pilum:description | Table_Weapons:Javelins:description | Table_Weapons:Sling:description | Table_Weapons:knife:description
[color=#af8f50]Projective Crush[/color],,1,Table_TraitsGeneric:SearchingCrush:Name
[color=#af8f50]Protection from Blunt[/color],,1,Table_TraitsGeneric:ResistBlunt:Name
[color=#af8f50]Protection from Pierce[/color],,1,Table_TraitsGeneric:ResistPierce:Name
[color=#af8f50]Protection from Slash[/color],,1,Table_TraitsGeneric:ResistSlash:Name
[color=#af8f50]Pugilism[/color],,1,Table_Traits:RapidStrikes:Name
[color=#af8f50]Rumble[/color],,1,Table_TraitsGeneric:staff_earth:Name
[color=#af8f50]Shield[/color],,1,Table_TraitsGeneric:Shield:Name
[color=#af8f50]Slash[/color],,28,Table_Weapons:axe:description | Table_Weapons:DullGoldGreatsword:description | Table_Weapons:BladeApostle:description | Table_Weapons:SubtleKnife:description | Table_Weapons:sherkegar:description
[color=#af8f50]Stand Ground[/color],,1,Table_Traits:StandGround:Name
[color=#af8f50]Steady Ground[/color],,1,Table_TraitsGeneric:robe_earth:Name
[color=#af8f50]Sunder[/color],,1,Table_TraitsGeneric:Sunder:Name
[color=#af8f50]Technique[/color],,1,Table_Traits:Kendo:Name
[color=#af8f50]Testudo[/color],,1,Table_TraitsGeneric:Testudo:Name
[color=#af8f50]Thrall[/color],,1,Table_Allies:Thrall:name_color
[color=#af8f50]Vigilance[/color],,1,Table_TraitsGeneric:Vigilance:Name
[color=#af8f50]War Chant[/color],,1,Table_Traits:WarChant2:Name
[color=#af8f50]Warlord[/color],,1,Table_Traits:WarChant:Name
[color=#af8f50]Xyston[/color],,1,Table_Weapons:xyston:name
[color=#af9040]Topaz Prisma[/color],,1,Table_Allies:TopazPrisma:name_color
[color=#af9060]Horror Giant[/color],,1,Table_Enemies:horrorgolem:name_color
[color=#af9060]Jeweled Visage[/color],,1,Table_Enemies:JeweledVisage:name_color
[color=#af9060]Robak[/color],,1,Table_Enemies:robak:name_color
[color=#af9060]Voggite[/color],,1,Table_Enemies:voggite:name_color
[color=#afaf70]Kaza Whip[/color],,1,Table_Weapons:kwhip:name
[color=#b080ff]Elementalist[/color],,1,Table_TraitsGeneric:Elementalist:Name
[color=#bf9f40]Amir[/color],,2,Table_Classes:Amir:name | Table_TraitsGeneric:Amir:Name
[color=#bf9f40]Inspire[/color],,1,Table_TraitsGeneric:PilumAmir:Name
[color=#bf9f40]Inspired Tugar[/color],,1,Table_TraitsGeneric:Tugar:Name
[color=#bf9f40]Nomad[/color],,1,Table_Allies:pilgrim:name_color
[color=#bf9f40]Scout[/color],,1,Table_Allies:scout:name_color
[color=#bf9f40]Stran[/color],,1,Table_Races:Stran:name
[color=#bf9f40]Strani Taming[/color],,1,Table_TraitsGeneric:Stran:Name
[color=#bf9f40]Tugar[/color],,1,Table_Allies:tugar:name_color
[color=#c02020]Upuat[/color],,2,Table_Classes:Upuat:name | Table_TraitsGeneric:Upuat:Name
[color=#c02020]Utuat[/color],,1,Table_TraitsGeneric:PaintedLoincloth:Name
[color=#c03090]Virya[/color],,1,Table_Races:Virya:name
[color=#c03090]Viryanism[/color],,1,Table_TraitsGeneric:Virya:Name
[color=#c050ff]Familiar[/color],,1,Table_TraitsGeneric:Familiar:Name
[color=#c050ff]Summoned[/color],,1,Table_TraitsGeneric:Summoned:Name
[color=#c050ff]Willpower[/color],,1,Table_InfoButtons:WIL:text_icon
"[color=#c050ff]Willpower[/color] no longer removes [color=#ff5050]harmful[/color] effects from you

On [color=#ffff50]stand still[/color]:

     apply 2 [color=#ff70b0]Agony[/color] to yourself

On [color=#ffff50]applying a[/color] [color=#ff5050]harmful[/color] [color=#ffff50]effect to yourself[/color]:

     apply the [color=#ffff50]same effect[/color] to 1 enemy at any range

[color=#a0a0a0]Applied stacks = current stacks of that effect on you",,1,Table_TraitsGeneric:Torturer:Description
"[color=#c050ff]Willpower[/color], per point:
     
     [color=#ffff50]+10% damage dealt[/color] [color=#707070]divided by Inflexibility[/color]
     [color=#50ff50]+10% healing[/color]

     [color=#ffff50]+1%[/color] chance to recover from each harmful effect [color=#707070]on game turn[/color]
     
     Determines your maximum [color=#8030af]summoned allies[/color]
     Grants +% bonuses to [color=#c050ff]familiars[/color]",,1,Table_InfoButtons:WIL:description
[color=#c09070]Kaffiyeh[/color],,1,Table_Armor:cloth_head:name
[color=#c09070]Pale Mask[/color],,1,Table_Armor:PaleMask:name
[color=#c09070]Sigil-skirt[/color],,1,Table_Armor:SigilSkirt:name
[color=#c09070]Sirwal[/color],,1,Table_Armor:cloth_leg:name
[color=#c0a030]Buckler[/color],,1,Table_Weapons:buckler:name
[color=#c0a030]Iq-Shafra[/color],,1,Table_Weapons:shafra2:name
[color=#c0a030]Shield[/color],,1,Table_Weapons:shield:name
[color=#c0a030]Spatha[/color],,1,Table_Weapons:gladius:name
[color=#c0a030]Varichakram[/color],,1,Table_Weapons:Varichakram:name
[color=#c0a050]Lance[/color],,1,Table_Weapons:shafra:name
[color=#c0a070]Mud Wretch[/color],,1,Table_Enemies:mud_golem:name_color
[color=#c0a070]Mud Wretches[/color] lurk here,,1,Table_Enemies:mud_golem:sighting
[color=#c0c040]Banner-Rat[/color],,1,Table_TraitsGeneric:RatBanner:Name
[color=#c0c040]Burrow King[/color],,1,Table_Enemies:burrowking:name_color
[color=#c0c040]Rat Banner[/color],,1,Table_Weapons:ratbanner:name
[color=#c0c040]Rat Crown[/color],,1,Table_Armor:ratcrown:name
